student_id,subject_1_score,subject_2_score,subject_3_score,subject_4_score
1358,110,410,490,180
1359,210,60,90,390
1360,230,60,20,480
1361,40,360,200,40
1362,60,50,170,30
1363,280,230,390,310
1364,400,60,210,300
1365,170,60,100,290
1366,160,450,110,40
1367,370,280,410,480
1368,100,70,160,350
1369,440,280,320,390
1370,30,190,410,60
1371,190,430,0,370
1372,10,450,360,240
1373,450,380,190,90
1374,150,300,170,130
1375,290,260,90,250
1376,110,10,170,240
1377,180,350,220,320
1378,250,40,130,220
1379,500,420,180,20
1380,10,300,450,180
1381,480,410,100,470
1382,360,430,130,40
1383,420,80,500,100
1384,300,220,10,180
1385,340,330,70,200
1386,380,460,220,130
1387,420,390,140,160
1388,270,170,0,210
1389,80,30,470,310
1390,200,210,50,440
1391,200,220,50,420
1392,190,370,360,30
1393,200,480,280,70
1394,20,130,10,160
1395,10,10,140,240
1396,180,150,60,400
1397,50,110,290,20
1398,100,0,310,100
1399,240,290,250,70
1400,280,250,450,350
1401,190,40,40,190
1402,50,120,0,110
1403,280,270,130,250
1404,390,10,260,330
1405,360,410,280,80
1406,70,50,230,90
1407,360,200,380,80
1408,360,400,140,190
1409,330,260,410,260
1410,20,460,430,360
1411,180,320,450,360
1412,0,190,280,180
1413,410,120,120,420
1414,210,310,370,170
1415,470,360,350,270
1416,100,320,220,210
1417,310,420,10,420
1418,410,240,320,360
1419,100,170,70,100
1420,420,480,450,40
1421,250,230,110,150
1422,460,280,340,90
1423,450,430,90,260
1424,90,430,420,200
1425,100,440,240,260
1426,290,100,450,20
1427,30,470,50,70
1428,160,190,490,10
1429,230,440,20,360
1430,90,40,250,160
1431,330,0,90,230
1432,420,160,240,320
1433,270,230,340,140
1434,490,150,340,330
1435,420,460,320,160
1436,40,100,390,350
1437,220,410,400,170
1438,250,340,230,50
1439,370,120,330,110
1440,80,480,150,80
1441,110,300,440,360
1442,10,50,120,160
1443,390,400,60,350
1444,390,310,480,70
1445,120,70,260,0
1446,270,470,330,370
1447,480,450,40,390
1448,190,40,210,350
1449,390,100,420,20
1450,290,390,290,50
1451,20,460,360,10
1452,60,440,50,10
1453,400,180,140,400
1454,200,90,500,50
1455,280,220,390,110
1456,60,450,290,480
1457,390,40,340,190
1458,390,220,20,460
1459,200,240,260,80
1460,400,300,40,370
1461,10,350,60,480
1462,220,140,270,10
1463,170,0,60,430
1464,50,150,450,120
1465,230,80,440,140
1466,150,260,240,370
1467,440,150,470,280
1468,420,330,140,110
1469,380,380,170,30
1470,0,320,300,180
1471,400,260,420,270
1472,470,240,310,420
1473,80,90,280,10
1474,300,340,60,230
1475,270,460,390,260
1476,80,70,120,390
1477,420,90,310,280
1478,280,180,400,300
1479,410,350,320,330
1480,360,460,430,250
1481,250,390,50,400
1482,430,460,230,430
1483,350,90,390,490
1484,290,310,100,360
1485,350,170,60,360
1486,280,210,100,490
1487,150,280,430,210
1488,280,490,480,200
1489,10,180,130,410
1490,420,80,200,160
1491,470,360,50,120
1492,330,240,250,370
1493,180,460,290,340
1494,90,400,220,130
1495,480,290,130,480
1496,300,250,400,460
1497,230,30,30,10
1498,450,0,290,210
1499,330,450,210,300
1500,60,80,240,340
