student_id,college_id,subject_id,rank,score
184,16,2,5,150
184,14,2,6,150
184,13,3,7,170
185,20,1,1,0
185,16,2,2,480
185,1,3,3,380
185,15,1,4,0
185,5,1,5,0
185,6,3,6,380
186,12,2,1,120
186,8,2,2,120
186,18,4,3,310
186,1,3,4,470
186,17,3,5,470
187,6,3,1,230
187,17,3,2,230
187,11,4,3,360
187,19,2,4,220
187,2,2,5,220
187,9,4,6,360
187,12,2,7,220
187,3,3,8,230
188,11,4,1,410
188,3,3,2,50
188,20,1,3,230
188,5,1,4,230
188,14,2,5,440
189,20,1,1,210
189,18,4,2,10
189,8,2,3,460
189,16,2,4,460
189,19,2,5,460
189,11,4,6,10
189,15,1,7,210
189,1,3,8,230
189,10,3,9,230
189,2,2,10,460
190,4,3,1,190
190,6,3,2,190
190,15,1,3,190
190,13,3,4,190
190,18,4,5,260
190,7,3,6,190
191,4,3,1,460
191,1,3,2,460
191,5,1,3,90
191,17,3,4,460
191,6,3,5,460
191,13,3,6,460
192,4,3,1,470
192,5,1,2,50
192,7,3,3,470
192,8,2,4,440
192,10,3,5,470
193,6,3,1,450
193,18,4,2,160
193,12,2,3,240
193,17,3,4,450
193,8,2,5,240
194,15,1,1,130
194,3,3,2,180
194,18,4,3,300
194,10,3,4,180
194,1,3,5,180
195,12,2,1,410
195,14,2,2,410
195,3,3,3,90
195,7,3,4,90
195,2,2,5,410
195,10,3,6,90
195,19,2,7,410
195,11,4,8,470
195,1,3,9,90
195,4,3,10,90
196,17,3,1,210
196,16,2,2,70
196,7,3,3,210
196,15,1,4,300
196,11,4,5,450
196,1,3,6,210
196,20,1,7,300
196,13,3,8,210
197,5,1,1,40
197,13,3,2,170
197,10,3,3,170
197,8,2,4,150
197,11,4,5,420
197,19,2,6,150
197,7,3,7,170
198,18,4,1,370
198,13,3,2,200
198,1,3,3,200
198,19,2,4,470
198,3,3,5,200
198,4,3,6,200
198,8,2,7,470
198,7,3,8,200
199,13,3,1,70
199,9,4,2,290
199,1,3,3,70
199,8,2,4,420
199,18,4,5,290
200,7,3,1,260
200,17,3,2,260
200,14,2,3,50
200,11,4,4,190
200,15,1,5,10
200,13,3,6,260
200,8,2,7,50
200,18,4,8,190
200,19,2,9,50
200,10,3,10,260
201,2,2,1,460
201,1,3,2,440
201,20,1,3,470
201,19,2,4,460
201,9,4,5,70
202,16,2,1,150
202,12,2,2,150
202,4,3,3,160
202,8,2,4,150
202,13,3,5,160
202,15,1,6,170
202,2,2,7,150
202,11,4,8,50
202,5,1,9,170
202,7,3,10,160
203,7,3,1,240
203,14,2,2,250
203,19,2,3,250
203,15,1,4,430
203,4,3,5,240
203,3,3,6,240
204,5,1,1,70
204,17,3,2,0
204,8,2,3,30
204,16,2,4,30
204,2,2,5,30
204,6,3,6,0
204,12,2,7,30
204,18,4,8,280
205,9,4,1,350
205,2,2,2,120
205,17,3,3,150
205,4,3,4,150
205,19,2,5,120
205,15,1,6,460
205,10,3,7,150
206,11,4,1,490
206,1,3,2,420
206,15,1,3,60
206,18,4,4,490
206,10,3,5,420
206,5,1,6,60
206,19,2,7,210
206,12,2,8,210
207,4,3,1,280
207,6,3,2,280
207,15,1,3,190
207,14,2,4,40
207,11,4,5,220
207,3,3,6,280
207,5,1,7,190
207,13,3,8,280
207,9,4,9,220
207,16,2,10,40
208,10,3,1,300
208,3,3,2,300
208,7,3,3,300
208,6,3,4,300
208,14,2,5,160
208,4,3,6,300
208,11,4,7,90
208,17,3,8,300
209,10,3,1,190
209,16,2,2,370
209,20,1,3,410
209,15,1,4,410
209,3,3,5,190
209,6,3,6,190
209,14,2,7,370
209,13,3,8,190
210,19,2,1,90
210,16,2,2,90
210,5,1,3,90
210,7,3,4,430
210,9,4,5,180
210,10,3,6,430
211,17,3,1,110
211,12,2,2,140
211,11,4,3,310
211,3,3,4,110
211,5,1,5,450
211,9,4,6,310
211,13,3,7,110
212,12,2,1,280
212,10,3,2,380
212,3,3,3,380
212,19,2,4,280
212,5,1,5,390
212,20,1,6,390
212,7,3,7,380
212,11,4,8,200
212,1,3,9,380
212,6,3,10,380
213,7,3,1,300
213,14,2,2,450
213,4,3,3,300
213,6,3,4,300
213,13,3,5,300
214,4,3,1,260
214,19,2,2,130
214,13,3,3,260
214,11,4,4,330
214,15,1,5,40
214,20,1,6,40
214,2,2,7,130
215,20,1,1,120
215,12,2,2,260
215,18,4,3,10
215,13,3,4,120
215,9,4,5,10
215,17,3,6,120
215,15,1,7,120
215,16,2,8,260
215,1,3,9,120
215,7,3,10,120
216,10,3,1,310
216,18,4,2,480
216,5,1,3,440
216,12,2,4,60
216,15,1,5,440
216,2,2,6,60
216,20,1,7,440
216,11,4,8,480
216,17,3,9,310
217,16,2,1,240
217,11,4,2,30
217,15,1,3,180
217,1,3,4,400
217,18,4,5,30
218,6,3,1,190
218,1,3,2,190
218,16,2,3,400
218,2,2,4,400
218,17,3,5,190
218,11,4,6,290
219,19,2,1,350
219,13,3,2,0
219,17,3,3,0
219,3,3,4,0
219,15,1,5,280
219,7,3,6,0
220,8,2,1,470
220,14,2,2,470
220,19,2,3,470
220,5,1,4,280
220,12,2,5,470
220,13,3,6,190
220,9,4,7,130
220,11,4,8,130
220,3,3,9,190
221,4,3,1,20
221,2,2,2,60
221,7,3,3,20
221,17,3,4,20
221,20,1,5,440
221,11,4,6,30
221,18,4,7,30
221,1,3,8,20
221,14,2,9,60
221,16,2,10,60
222,17,3,1,380
222,14,2,2,280
222,3,3,3,380
222,4,3,4,380
222,10,3,5,380
222,16,2,6,280
222,2,2,7,280
223,18,4,1,290
223,17,3,2,350
223,19,2,3,90
223,11,4,4,290
223,1,3,5,350
223,20,1,6,250
223,13,3,7,350
224,9,4,1,300
224,1,3,2,320
224,18,4,3,300
224,20,1,4,90
224,15,1,5,90
224,12,2,6,410
224,3,3,7,320
224,7,3,8,320
224,5,1,9,90
225,11,4,1,360
225,3,3,2,390
225,18,4,3,360
225,5,1,4,200
225,9,4,5,360
225,16,2,6,340
225,14,2,7,340
225,2,2,8,340
225,1,3,9,390
225,4,3,10,390
226,4,3,1,30
226,7,3,2,30
226,8,2,3,0
226,18,4,4,400
226,10,3,5,30
226,9,4,6,400
227,6,3,1,130
227,17,3,2,130
227,7,3,3,130
227,20,1,4,440
227,1,3,5,130
228,15,1,1,430
228,4,3,2,140
228,16,2,3,340
228,10,3,4,140
228,3,3,5,140
228,20,1,6,430
229,11,4,1,330
229,19,2,2,50
229,10,3,3,100
229,9,4,4,330
229,1,3,5,100
229,4,3,6,100
229,13,3,7,100
230,7,3,1,90
230,8,2,2,340
230,11,4,3,290
230,16,2,4,340
230,13,3,5,90
230,18,4,6,290
230,6,3,7,90
230,5,1,8,470
230,1,3,9,90
230,3,3,10,90
231,5,1,1,340
231,14,2,2,0
231,7,3,3,120
231,8,2,4,0
231,15,1,5,340
231,6,3,6,120
232,9,4,1,80
232,19,2,2,250
232,18,4,3,80
232,6,3,4,40
232,15,1,5,100
232,2,2,6,250
232,13,3,7,40
232,5,1,8,100
233,8,2,1,450
233,7,3,2,20
233,17,3,3,20
233,12,2,4,450
233,20,1,5,380
233,10,3,6,20
233,14,2,7,450
233,1,3,8,20
233,6,3,9,20
233,18,4,10,440
234,18,4,1,110
234,8,2,2,150
234,9,4,3,110
234,5,1,4,320
234,11,4,5,110
234,4,3,6,330
235,11,4,1,220
235,16,2,2,350
235,15,1,3,110
235,20,1,4,110
235,3,3,5,10
235,1,3,6,10
235,2,2,7,350
235,17,3,8,10
235,6,3,9,10
236,16,2,1,130
236,11,4,2,460
236,1,3,3,360
236,14,2,4,130
236,17,3,5,360
236,7,3,6,360
237,17,3,1,310
237,11,4,2,260
237,14,2,3,340
237,16,2,4,340
237,10,3,5,310
237,15,1,6,60
237,19,2,7,340
237,8,2,8,340
237,13,3,9,310
237,3,3,10,310
238,14,2,1,80
238,9,4,2,390
238,11,4,3,390
238,8,2,4,80
238,3,3,5,420
238,17,3,6,420
238,20,1,7,130
238,6,3,8,420
238,1,3,9,420
238,16,2,10,80
239,14,2,1,470
239,13,3,2,480
239,18,4,3,140
239,15,1,4,190
239,1,3,5,480
239,20,1,6,190
240,13,3,1,250
240,20,1,2,480
240,15,1,3,480
240,18,4,4,250
240,12,2,5,80
240,16,2,6,80
241,10,3,1,70
241,8,2,2,390
241,17,3,3,70
241,19,2,4,390
241,18,4,5,140
242,11,4,1,440
242,10,3,2,0
242,12,2,3,150
242,1,3,4,0
242,15,1,5,60
242,8,2,6,150
242,18,4,7,440
243,10,3,1,50
243,8,2,2,410
243,2,2,3,410
243,11,4,4,30
243,14,2,5,410
243,20,1,6,120
243,13,3,7,50
243,15,1,8,120
244,1,3,1,60
244,5,1,2,390
244,6,3,3,60
244,10,3,4,60
244,18,4,5,200
244,2,2,6,390
245,4,3,1,40
245,3,3,2,40
245,9,4,3,370
245,20,1,4,200
245,5,1,5,200
245,14,2,6,90
245,8,2,7,90
246,19,2,1,480
246,10,3,2,70
246,7,3,3,70
246,17,3,4,70
246,3,3,5,70
246,9,4,6,500
246,1,3,7,70
247,19,2,1,40
247,10,3,2,460
247,4,3,3,460
247,16,2,4,40
247,8,2,5,40
248,13,3,1,0
248,3,3,2,0
248,12,2,3,30
248,6,3,4,0
248,4,3,5,0
248,2,2,6,30
249,6,3,1,250
249,11,4,2,310
249,18,4,3,310
249,1,3,4,250
249,13,3,5,250
249,12,2,6,250
250,5,1,1,220
250,14,2,2,200
250,8,2,3,200
250,20,1,4,220
250,15,1,5,220
251,5,1,1,250
251,20,1,2,250
251,7,3,3,310
251,2,2,4,300
251,13,3,5,310
252,3,3,1,70
252,4,3,2,70
252,12,2,3,480
252,14,2,4,480
252,8,2,5,480
252,15,1,6,430
252,13,3,7,70
252,19,2,8,480
253,14,2,1,0
253,1,3,2,220
253,12,2,3,0
253,8,2,4,0
253,6,3,5,220
254,4,3,1,280
254,15,1,2,270
254,2,2,3,90
254,18,4,4,460
254,11,4,5,460
254,20,1,6,270
254,5,1,7,270
254,8,2,8,90
254,17,3,9,280
255,6,3,1,350
255,12,2,2,440
255,10,3,3,350
255,4,3,4,350
255,1,3,5,350
255,18,4,6,200
255,17,3,7,350
256,13,3,1,140
256,14,2,2,0
256,12,2,3,0
256,2,2,4,0
256,20,1,5,180
256,18,4,6,310
256,4,3,7,140
256,11,4,8,310
256,15,1,9,180
257,14,2,1,210
257,13,3,2,80
257,12,2,3,210
257,2,2,4,210
257,10,3,5,80
257,18,4,6,70
257,1,3,7,80
257,11,4,8,70
257,9,4,9,70
258,17,3,1,50
258,6,3,2,50
258,11,4,3,10
258,13,3,4,50
258,20,1,5,290
258,16,2,6,340
258,8,2,7,340
258,14,2,8,340
259,9,4,1,120
259,8,2,2,70
259,19,2,3,70
259,5,1,4,300
259,7,3,5,490
259,1,3,6,490
259,15,1,7,300
259,18,4,8,120
259,4,3,9,490
260,18,4,1,350
260,8,2,2,310
260,5,1,3,340
260,17,3,4,120
260,10,3,5,120
260,1,3,6,120
260,20,1,7,340
260,14,2,8,310
260,13,3,9,120
260,19,2,10,310
261,5,1,1,340
261,4,3,2,170
261,3,3,3,170
261,11,4,4,350
261,7,3,5,170
261,15,1,6,340
261,1,3,7,170
262,10,3,1,450
262,13,3,2,450
262,20,1,3,150
262,3,3,4,450
262,4,3,5,450
262,12,2,6,10
262,2,2,7,10
262,6,3,8,450
262,1,3,9,450
262,16,2,10,10
263,18,4,1,440
263,15,1,2,400
263,10,3,3,370
263,4,3,4,370
263,11,4,5,440
264,10,3,1,170
264,16,2,2,410
264,6,3,3,170
264,19,2,4,410
264,18,4,5,130
264,15,1,6,180
264,12,2,7,410
265,10,3,1,470
265,6,3,2,470
265,2,2,3,300
265,5,1,4,190
265,9,4,5,0
265,1,3,6,470
265,7,3,7,470
265,18,4,8,0
265,16,2,9,300
266,6,3,1,100
266,4,3,2,100
266,14,2,3,480
266,9,4,4,370
266,2,2,5,480
266,8,2,6,480
266,7,3,7,100
266,13,3,8,100
267,3,3,1,270
267,12,2,2,50
267,19,2,3,50
267,10,3,4,270
267,4,3,5,270
267,5,1,6,10
267,9,4,7,290
267,1,3,8,270
267,15,1,9,10
268,9,4,1,300
268,19,2,2,370
268,20,1,3,130
268,15,1,4,130
268,5,1,5,130
268,13,3,6,230
269,6,3,1,80
269,13,3,2,80
269,5,1,3,240
269,12,2,4,130
269,7,3,5,80
269,19,2,6,130
269,20,1,7,240
270,6,3,1,360
270,1,3,2,360
270,2,2,3,280
270,5,1,4,480
270,8,2,5,280
271,14,2,1,120
271,11,4,2,160
271,19,2,3,120
271,13,3,4,220
271,17,3,5,220
271,2,2,6,120
271,6,3,7,220
272,10,3,1,110
272,17,3,2,110
272,16,2,3,140
272,6,3,4,110
272,1,3,5,110
272,18,4,6,440
272,5,1,7,350
273,10,3,1,370
273,14,2,2,240
273,20,1,3,60
273,3,3,4,370
273,6,3,5,370
274,20,1,1,110
274,13,3,2,160
274,19,2,3,340
274,3,3,4,160
274,17,3,5,160
275,15,1,1,320
275,7,3,2,120
275,14,2,3,400
275,3,3,4,120
275,12,2,5,400
275,19,2,6,400
275,11,4,7,260
276,7,3,1,150
276,5,1,2,0
276,19,2,3,140
276,12,2,4,140
276,1,3,5,150
276,10,3,6,150
276,6,3,7,150
277,12,2,1,150
277,6,3,2,330
277,14,2,3,150
277,13,3,4,330
277,9,4,5,340
277,8,2,6,150
277,4,3,7,330
277,2,2,8,150
278,11,4,1,430
278,17,3,2,160
278,10,3,3,160
278,14,2,4,360
278,2,2,5,360
278,18,4,6,430
278,8,2,7,360
278,4,3,8,160
278,15,1,9,350
278,13,3,10,160
279,11,4,1,230
279,6,3,2,260
279,3,3,3,260
279,20,1,4,220
279,19,2,5,180
280,9,4,1,300
280,20,1,2,160
280,1,3,3,330
280,14,2,4,270
280,8,2,5,270
281,13,3,1,430
281,10,3,2,430
281,16,2,3,360
281,6,3,4,430
281,18,4,5,480
281,1,3,6,430
281,5,1,7,460
281,4,3,8,430
281,19,2,9,360
281,20,1,10,460
282,7,3,1,40
282,11,4,2,190
282,6,3,3,40
282,12,2,4,320
282,8,2,5,320
282,10,3,6,40
283,7,3,1,220
283,4,3,2,220
283,13,3,3,220
283,19,2,4,340
283,16,2,5,340
283,10,3,6,220
283,9,4,7,370
283,18,4,8,370
283,17,3,9,220
283,2,2,10,340
284,5,1,1,380
284,17,3,2,430
284,16,2,3,80
284,6,3,4,430
284,2,2,5,80
284,3,3,6,430
284,20,1,7,380
284,10,3,8,430
284,1,3,9,430
285,10,3,1,370
285,20,1,2,130
285,5,1,3,130
285,14,2,4,300
285,1,3,5,370
285,16,2,6,300
285,7,3,7,370
286,16,2,1,380
286,1,3,2,360
286,11,4,3,380
286,18,4,4,380
286,10,3,5,360
286,8,2,6,380
286,3,3,7,360
287,1,3,1,410
287,18,4,2,400
287,10,3,3,410
287,3,3,4,410
287,5,1,5,480
288,4,3,1,60
288,3,3,2,60
288,2,2,3,440
288,17,3,4,60
288,6,3,5,60
288,9,4,6,380
289,20,1,1,210
289,15,1,2,210
289,5,1,3,210
289,2,2,4,300
289,3,3,5,30
289,16,2,6,300
289,13,3,7,30
289,11,4,8,480
289,18,4,9,480
290,18,4,1,120
290,13,3,2,160
290,5,1,3,230
290,19,2,4,350
290,6,3,5,160
290,8,2,6,350
290,17,3,7,160
291,9,4,1,230
291,16,2,2,70
291,2,2,3,70
291,20,1,4,400
291,1,3,5,380
291,7,3,6,380
291,6,3,7,380
291,13,3,8,380
291,4,3,9,380
291,15,1,10,400
292,13,3,1,490
292,12,2,2,350
292,3,3,3,490
292,10,3,4,490
292,15,1,5,80
292,20,1,6,80
292,8,2,7,350
292,5,1,8,80
292,19,2,9,350
293,7,3,1,70
293,18,4,2,70
293,3,3,3,70
293,1,3,4,70
293,12,2,5,430
293,15,1,6,300
293,19,2,7,430
293,8,2,8,430
293,9,4,9,70
294,17,3,1,130
294,15,1,2,420
294,3,3,3,130
294,11,4,4,490
294,16,2,5,470
294,4,3,6,130
294,9,4,7,490
294,7,3,8,130
294,14,2,9,470
294,12,2,10,470
295,11,4,1,280
295,15,1,2,40
295,13,3,3,350
295,12,2,4,280
295,17,3,5,350
295,8,2,6,280
295,5,1,7,40
296,4,3,1,50
296,2,2,2,50
296,10,3,3,50
296,5,1,4,90
296,20,1,5,90
296,13,3,6,50
296,15,1,7,90
296,7,3,8,50
296,1,3,9,50
297,6,3,1,140
297,20,1,2,480
297,15,1,3,480
297,12,2,4,100
297,7,3,5,140
298,15,1,1,330
298,14,2,2,400
298,4,3,3,480
298,18,4,4,30
298,17,3,5,480
298,5,1,6,330
298,13,3,7,480
298,20,1,8,330
298,16,2,9,400
298,19,2,10,400
299,8,2,1,180
299,17,3,2,300
299,11,4,3,230
299,13,3,4,300
299,19,2,5,180
299,9,4,6,230
299,14,2,7,180
299,5,1,8,330
299,10,3,9,300
299,16,2,10,180
300,6,3,1,330
300,14,2,2,260
300,19,2,3,260
300,2,2,4,260
300,18,4,5,470
300,4,3,6,330
300,3,3,7,330
301,19,2,1,320
301,7,3,2,90
301,3,3,3,90
301,18,4,4,40
301,16,2,5,320
301,13,3,6,90
301,14,2,7,320
301,17,3,8,90
302,8,2,1,170
302,19,2,2,170
302,2,2,3,170
302,20,1,4,100
302,4,3,5,140
302,11,4,6,390
302,3,3,7,140
302,9,4,8,390
303,19,2,1,150
303,1,3,2,290
303,11,4,3,310
303,2,2,4,150
303,3,3,5,290
304,6,3,1,70
304,4,3,2,70
304,5,1,3,360
304,11,4,4,200
304,2,2,5,100
305,19,2,1,50
305,5,1,2,240
305,14,2,3,50
305,13,3,4,130
305,12,2,5,50
305,16,2,6,50
305,4,3,7,130
305,6,3,8,130
306,9,4,1,220
306,14,2,2,20
306,8,2,3,20
306,10,3,4,220
306,6,3,5,220
306,2,2,6,20
306,19,2,7,20
306,13,3,8,220
307,6,3,1,20
307,14,2,2,270
307,2,2,3,270
307,8,2,4,270
307,4,3,5,20
307,7,3,6,20
307,19,2,7,270
307,11,4,8,490
307,15,1,9,10
308,4,3,1,470
308,18,4,2,340
308,10,3,3,470
308,19,2,4,170
308,12,2,5,170
308,13,3,6,470
308,7,3,7,470
308,11,4,8,340
308,20,1,9,460
309,16,2,1,170
309,2,2,2,170
309,20,1,3,20
309,8,2,4,170
309,18,4,5,150
309,4,3,6,180
310,1,3,1,40
310,12,2,2,220
310,9,4,3,230
310,7,3,4,40
310,20,1,5,310
310,4,3,6,40
310,18,4,7,230
310,10,3,8,40
311,3,3,1,250
311,18,4,2,270
311,1,3,3,250
311,12,2,4,130
311,15,1,5,410
311,8,2,6,130
312,15,1,1,110
312,10,3,2,370
312,6,3,3,370
312,12,2,4,370
312,9,4,5,350
313,14,2,1,210
313,11,4,2,30
313,18,4,3,30
313,15,1,4,80
313,16,2,5,210
314,15,1,1,240
314,18,4,2,290
314,10,3,3,270
314,19,2,4,410
314,7,3,5,270
315,17,3,1,250
315,3,3,2,250
315,11,4,3,250
315,14,2,4,90
315,2,2,5,90
316,14,2,1,110
316,12,2,2,110
316,16,2,3,110
316,3,3,4,150
316,13,3,5,150
316,6,3,6,150
317,5,1,1,120
317,16,2,2,200
317,4,3,3,90
317,13,3,4,90
317,14,2,5,200
317,12,2,6,200
317,19,2,7,200
318,3,3,1,220
318,14,2,2,120
318,13,3,3,220
318,19,2,4,120
318,10,3,5,220
318,8,2,6,120
318,4,3,7,220
318,9,4,8,480
318,2,2,9,120
319,6,3,1,390
319,20,1,2,430
319,10,3,3,390
319,4,3,4,390
319,11,4,5,50
319,13,3,6,390
319,3,3,7,390
319,2,2,8,410
319,9,4,9,50
319,1,3,10,390
320,20,1,1,460
320,3,3,2,100
320,2,2,3,110
320,19,2,4,110
320,4,3,5,100
320,17,3,6,100
320,5,1,7,460
321,1,3,1,400
321,15,1,2,120
321,19,2,3,320
321,7,3,4,400
321,10,3,5,400
321,2,2,6,320
321,9,4,7,460
321,6,3,8,400
321,17,3,9,400
321,3,3,10,400
322,1,3,1,490
322,2,2,2,110
322,16,2,3,110
322,10,3,4,490
322,5,1,5,490
323,15,1,1,490
323,11,4,2,240
323,19,2,3,480
323,20,1,4,490
323,14,2,5,480
323,6,3,6,120
323,10,3,7,120
323,1,3,8,120
324,15,1,1,80
324,1,3,2,440
324,3,3,3,440
324,8,2,4,480
324,18,4,5,80
324,14,2,6,480
324,10,3,7,440
325,18,4,1,60
325,5,1,2,230
325,7,3,3,150
325,11,4,4,60
325,15,1,5,230
325,4,3,6,150
326,17,3,1,30
326,12,2,2,420
326,20,1,3,230
326,3,3,4,30
326,18,4,5,490
326,8,2,6,420
326,4,3,7,30
326,10,3,8,30
326,13,3,9,30
326,15,1,10,230
327,9,4,1,270
327,19,2,2,390
327,6,3,3,470
327,10,3,4,470
327,1,3,5,470
327,2,2,6,390
328,13,3,1,470
328,12,2,2,250
328,20,1,3,370
328,7,3,4,470
328,4,3,5,470
328,6,3,6,470
329,6,3,1,10
329,18,4,2,230
329,12,2,3,210
329,17,3,4,10
329,2,2,5,210
329,15,1,6,0
329,7,3,7,10
329,20,1,8,0
329,3,3,9,10
330,14,2,1,210
330,17,3,2,110
330,13,3,3,110
330,1,3,4,110
330,12,2,5,210
330,11,4,6,470
331,4,3,1,170
331,9,4,2,20
331,8,2,3,380
331,17,3,4,170
331,15,1,5,30
331,11,4,6,20
331,20,1,7,30
331,10,3,8,170
332,9,4,1,370
332,17,3,2,20
332,7,3,3,20
332,12,2,4,10
332,19,2,5,10
332,14,2,6,10
333,18,4,1,160
333,14,2,2,170
333,16,2,3,170
333,15,1,4,380
333,8,2,5,170
333,20,1,6,380
333,11,4,7,160
333,7,3,8,0
334,6,3,1,90
334,20,1,2,350
334,3,3,3,90
334,18,4,4,440
334,10,3,5,90
334,7,3,6,90
334,15,1,7,350
334,13,3,8,90
335,8,2,1,0
335,12,2,2,0
335,10,3,3,70
335,3,3,4,70
335,19,2,5,0
335,4,3,6,70
336,11,4,1,80
336,14,2,2,130
336,19,2,3,130
336,1,3,4,350
336,18,4,5,80
336,3,3,6,350
336,8,2,7,130
336,12,2,8,130
336,6,3,9,350
337,13,3,1,230
337,11,4,2,60
337,8,2,3,50
337,1,3,4,230
337,16,2,5,50
338,4,3,1,170
338,20,1,2,340
338,13,3,3,170
338,17,3,4,170
338,10,3,5,170
339,9,4,1,270
339,14,2,2,70
339,16,2,3,70
339,12,2,4,70
339,13,3,5,140
339,2,2,6,70
339,10,3,7,140
339,8,2,8,70
340,5,1,1,410
340,3,3,2,140
340,1,3,3,140
340,7,3,4,140
340,17,3,5,140
340,18,4,6,400
340,14,2,7,170
340,8,2,8,170
341,9,4,1,440
341,11,4,2,440
341,2,2,3,130
341,12,2,4,130
341,10,3,5,180
341,8,2,6,130
341,17,3,7,180
341,18,4,8,440
341,20,1,9,50
341,3,3,10,180
342,10,3,1,450
342,4,3,2,450
342,2,2,3,340
342,17,3,4,450
342,20,1,5,420
343,8,2,1,120
343,11,4,2,450
343,6,3,3,450
343,2,2,4,120
343,14,2,5,120
343,3,3,6,450
343,9,4,7,450
344,11,4,1,400
344,17,3,2,160
344,2,2,3,20
344,12,2,4,20
344,19,2,5,20
344,1,3,6,160
345,10,3,1,430
345,5,1,2,430
345,16,2,3,210
345,1,3,4,430
345,12,2,5,210
346,1,3,1,210
346,11,4,2,220
346,7,3,3,210
346,12,2,4,250
346,16,2,5,250
346,2,2,6,250
347,7,3,1,410
347,18,4,2,460
347,6,3,3,410
347,1,3,4,410
347,8,2,5,20
347,2,2,6,20
348,5,1,1,270
348,20,1,2,270
348,3,3,3,120
348,9,4,4,410
348,18,4,5,410
349,11,4,1,150
349,3,3,2,100
349,18,4,3,150
349,16,2,4,20
349,1,3,5,100
349,13,3,6,100
349,10,3,7,100
349,15,1,8,50
349,4,3,9,100
350,7,3,1,160
350,10,3,2,160
350,12,2,3,410
350,15,1,4,470
350,5,1,5,470
350,19,2,6,410
350,9,4,7,220
350,17,3,8,160
350,13,3,9,160
351,10,3,1,380
351,9,4,2,430
351,4,3,3,380
351,15,1,4,330
351,5,1,5,330
351,7,3,6,380
351,17,3,7,380
352,11,4,1,190
352,20,1,2,490
352,15,1,3,490
352,16,2,4,450
352,10,3,5,350
352,5,1,6,490
352,1,3,7,350
352,12,2,8,450
352,19,2,9,450
353,4,3,1,270
353,5,1,2,380
353,16,2,3,460
353,14,2,4,460
353,10,3,5,270
353,13,3,6,270
353,1,3,7,270
353,7,3,8,270
353,15,1,9,380
354,3,3,1,300
354,20,1,2,290
354,11,4,3,100
354,6,3,4,300
354,4,3,5,300
354,13,3,6,300
354,1,3,7,300
355,6,3,1,210
355,20,1,2,360
355,12,2,3,120
355,15,1,4,360
355,3,3,5,210
355,9,4,6,230
355,16,2,7,120
355,1,3,8,210
356,16,2,1,40
356,6,3,2,190
356,3,3,3,190
356,18,4,4,20
356,11,4,5,20
356,15,1,6,80
356,10,3,7,190
356,17,3,8,190
357,9,4,1,50
357,5,1,2,350
357,16,2,3,410
357,17,3,4,340
357,4,3,5,340
358,9,4,1,30
358,11,4,2,30
358,16,2,3,60
358,7,3,4,490
358,15,1,5,70
359,16,2,1,480
359,17,3,2,360
359,19,2,3,480
359,11,4,4,360
359,2,2,5,480
359,9,4,6,360
359,1,3,7,360
359,15,1,8,30
359,6,3,9,360
360,4,3,1,0
360,1,3,2,0
360,2,2,3,400
360,10,3,4,0
360,16,2,5,400
360,7,3,6,0
360,14,2,7,400
360,8,2,8,400
360,19,2,9,400
360,18,4,10,400
361,17,3,1,430
361,6,3,2,430
361,3,3,3,430
361,15,1,4,330
361,13,3,5,430
362,4,3,1,280
362,6,3,2,280
362,19,2,3,150
362,5,1,4,370
362,16,2,5,150
362,18,4,6,250
362,7,3,7,280
363,17,3,1,210
363,1,3,2,210
363,16,2,3,140
363,10,3,4,210
363,19,2,5,140
363,7,3,6,210
363,8,2,7,140
363,2,2,8,140
363,9,4,9,190
364,11,4,1,80
364,8,2,2,110
364,10,3,3,170
364,15,1,4,20
364,3,3,5,170
364,6,3,6,170
364,12,2,7,110
365,17,3,1,150
365,16,2,2,280
365,3,3,3,150
365,1,3,4,150
365,13,3,5,150
365,5,1,6,10
366,5,1,1,290
366,3,3,2,110
366,2,2,3,200
366,19,2,4,200
366,20,1,5,290
366,18,4,6,240
367,3,3,1,20
367,16,2,2,250
367,2,2,3,250
367,20,1,4,0
367,7,3,5,20
367,14,2,6,250
367,17,3,7,20
367,4,3,8,20
368,11,4,1,180
368,2,2,2,130
368,12,2,3,130
368,7,3,4,220
368,17,3,5,220
368,6,3,6,220
368,20,1,7,130
368,19,2,8,130
368,3,3,9,220
369,1,3,1,60
369,19,2,2,170
369,3,3,3,60
369,4,3,4,60
369,16,2,5,170
370,19,2,1,490
370,8,2,2,490
370,20,1,3,80
370,10,3,4,170
370,5,1,5,80
370,7,3,6,170
371,10,3,1,120
371,3,3,2,120
371,13,3,3,120
371,17,3,4,120
371,15,1,5,160
371,18,4,6,350
371,4,3,7,120
371,6,3,8,120
371,9,4,9,350
371,1,3,10,120
372,15,1,1,70
372,3,3,2,430
372,8,2,3,0
372,11,4,4,430
372,16,2,5,0
372,9,4,6,430
372,20,1,7,70
372,6,3,8,430
372,1,3,9,430
372,19,2,10,0
373,12,2,1,50
373,14,2,2,50
373,8,2,3,50
373,10,3,4,20
373,3,3,5,20
373,17,3,6,20
373,19,2,7,50
373,16,2,8,50
374,11,4,1,270
374,16,2,2,30
374,13,3,3,390
374,9,4,4,270
374,6,3,5,390
374,10,3,6,390
374,12,2,7,30
374,14,2,8,30
374,1,3,9,390
374,17,3,10,390
375,1,3,1,360
375,4,3,2,360
375,7,3,3,360
375,18,4,4,150
375,14,2,5,240
375,2,2,6,240
